Restaurant_Name,Address,City,Phone,Cuisines,Ratings
le gamin, 50 macdougal st.  between houston and prince sts., new york, 2122544678, coffee bar, 287
le jardin, 25 cleveland pl.  near spring st., new york, 2123439599, french, 288
le madri, 168 w. 18th st., new york, 2127278022, italian, 289
le marais, 150 w. 46th st., new york, 2128690900, american, 290
le perigord, 405 e. 52nd st., new york, 2127556244, french, 291
le select, 507 columbus ave.  between 84th and 85th sts., new york, 2128751993, american, 292
les halles, 411 park ave. s  between 28th and 29th sts., new york, 2126794111, french, 293
lincoln tavern, 51 w. 64th st., new york, 2127218271, american, 294
lola, 30 west 22nd st.  between 5th and 6th ave., new york, 2126756700, american, 295
lucky strike, 59 grand st.  between wooster st. and w. broadway, new york, 2129410479, or 2129410772 american, 296
mad fish, 2182 broadway  between 77th and 78th sts., new york, 2127870202, seafood, 297
main street, 446 columbus ave.  between 81st and 82nd sts., new york, 2128735025, american, 298
mangia e bevi, 800 9th ave. at 53rd st., new york, 2129563976, italian, 299
manhattan cafe, 1161 1st ave.  between 63rd and 64th sts., new york, 2128886556, american, 300
manila garden, 325 e. 14th st.  between 1st and 2nd aves., new york, 2127776314, asian, 301
marichu, 342 e. 46th st.  between 1st and 2nd aves., new york, 2123701866, french, 302
marquet patisserie, 15 e. 12th st.  between 5th ave. and university pl., new york, 2122299313, coffee bar, 303
match, 160 mercer st.  between houston and prince sts., new york, 2129069173, american, 304
matthews, 1030 3rd ave. at 61st st., new york, 2128384343, american, 305
mavalli palace, 46 e. 29th st., new york, 2126795535, asian, 306
milan cafe and coffee bar, 120 w. 23rd st., new york, 2128071801, coffee bar, 307
monkey bar, 60 e. 54th st., new york, 2128382600, american, 308
montien, 1134 1st ave.   between 62nd and 63rd sts., new york, 2124214433, asian, 309
mortons, 551 5th ave. at 45th st., new york, 2129723315, american, 310
motown cafe, 104 w. 57th st.  near 6th ave., new york, 2125818030, american, 311
new york kom tang soot bul house, 32 w. 32nd st., new york, 212 9478482, asian, 312
new york noodletown, 28 12 bowery at bayard st., new york, 2123490923, asian, 313
newsbar, 2 w. 19th st., new york, 2122553996, coffee bar, 314
odeon, 145 w. broadway at thomas st., new york, 2122330507, american, 315
orso, 322 w. 46th st., new york, 2124897212, italian, 316
osteria al droge, 142 w. 44th st., new york, 2129443643, italian, 317
otabe, 68 e. 56th st., new york, 2122237575, asian, 318
pacifica, 138 lafayette st.  between canal and howard sts., new york, 2129414168, asian, 319
palio, 151 w. 51st. st., new york, 2122454850, italian, 320
pamir, 1065 1st ave.  at 58th st., new york, 2126449258, middle eastern, 321
parioli romanissimo, 24 e. 81st st., new york, 2122882391, italian, 322
patria, 250 park ave. s at 20th st., new york, 2127776211, latin american, 323
peacock alley, 301 park ave.  between 49th and 50th sts., new york, 2128724895, french, 324
pen & pencil, 205 e. 45th st., new york, 2126828660, american, 325
penang soho, 109 spring st.  between greene and mercer sts., new york, 2122748883, asian, 326
persepolis, 1423 2nd ave.  between 74th and 75th sts., new york, 2125351100, middle eastern, 327
planet hollywood, 140 w. 57th st., new york, 2123337827, american, 328
pomaire, 371 w. 46th st.  off 9th ave., new york, 212 9563055, latin american, 329
popover cafe, 551 amsterdam ave.  between 86th and 87th sts., new york, 2125958555, american, 330
post house, 28 e. 63rd st., new york, 2129352888, american, 331
rain, 100 w. 82nd st., new york, 2125010776, asian, 332
red tulip, 439 e. 75th st., new york, 2127344893, eastern european, 333
remi, 145 w. 53rd st., new york, 2125814242, italian, 334
republic, 37a union sq. w  between 16th and 17th sts., new york, 2126277172, asian, 335
roettelle a. g, 126 e. 7th st.  between 1st ave. and ave. a, new york, 2126744140, continental, 336
rosa mexicano, 1063 1st ave. at 58th st., new york, 2127537407, mexican, 337
ruths chris, 148 w. 51st st., new york, 2122459600, american, 338
s.p.q.r, 133 mulberry st.  between hester and grand sts., new york, 2129253120, italian, 339
sal anthonys, 55 irving pl., new york, 2129829030, italian, 340
sammys roumanian steak house, 157 chrystie st. at delancey st., new york, 2126730330, east european, 341
san pietro, 18 e. 54th st., new york, 2127539015, italian, 342
sant ambroeus, 1000 madison ave.  between 77th and 78th sts., new york, 2125702211, coffee bar, 343
sarabeths kitchen, 423 amsterdam ave.  between 80th and 81st sts., new york, 2124966280, american, 344
sea grill, 19 w. 49th st., new york, 2123327610, seafood, 345
serendipity, 3 225 e. 60th st., new york, 2128383531, american, 346
seventh regiment mess and bar, 643 park ave. at 66th st., new york, 2127444107, american, 347
sfuzzi, 58 w. 65th st., new york, 2128733700, american, 348
shaan, 57 w. 48th st., new york, 212 9778400, asian, 349
sofia fabulous pizza, 1022 madison ave.  near 79th st., new york, 2127342676, italian, 350
spring street natural restaurant & bar, 62 spring st. at lafayette st., new york, 2129660290, american, 351
stage deli, 834 7th ave.  between 53rd and 54th sts., new york, 2122457850, delicatessen, 352
stingray, 428 amsterdam ave.  between 80th and 81st sts., new york, 2125017515, seafood, 353
sweetntart cafe, 76 mott st. at canal st., new york, 2123348088, asian, 354
t salon, 143 mercer st. at prince st., new york, 2129253700, coffee bar, 355
tang pavillion, 65 w. 55th st., new york, 2129566888, asian, 356
tapika, 950 8th ave. at 56th st., new york, 212 3973737, american, 357
teresas, 103 1st ave.  between 6th and 7th sts., new york, 2122280604, east european, 358
terrace, 400 w. 119th st.  between amsterdam and morningside aves., new york, 2126669490, continental, 359
the coffee pot, 350 9th ave. at 49th st., new york, 2122653566, coffee bar, 360
the savannah club, 2420 broadway at 89th st., new york, 2124961066, american, 361
trattoria dellarte, 900 7th ave.  between 56th and 57th sts., new york, 2122459800, italian, 362
triangolo, 345 e. 83rd st., new york, 2124724488, italian, 363
tribeca grill, 375 greenwich st.  near franklin st., new york, 2129413900, american, 364
trois jean, 154 e. 79th st.  between lexington and 3rd aves., new york, 2129884858, coffee bar, 365
tse yang, 34 e. 51st st., new york, 2126885447, asian, 366
turkish kitchen, 386 3rd ave.  between 27th and 28th sts., new york, 2126791810, middle eastern, 367
two two two, 222 w. 79th st., new york, 2127990400, american, 368
venieros pasticceria, 342 e. 11th st.  near 1st ave., new york, 2126747264, coffee bar, 369
verbena, 54 irving pl. at 17th st., new york, 2122605454, american, 370
victors cafe, 52 236 w. 52nd st., new york, 2125867714, latin american, 371
vince & eddies, 70 w. 68th st., new york, 2127210068, american, 372
vong, 200 e. 54th st., new york, 2124869592, american, 373
water club, 500 e. 30th st., new york, 2126833333, american, 374
west, 63rd street steakhouse 44 w. 63rd st., new york, 2122466363, american, 375
xunta, 174 1st ave.  between 10th and 11th sts., new york, 2126140620, mediterranean, 376
zen palate, 34 union sq. e at 16th st., new york, 2126149291, and 2126149345 asian, 377
zoe, 90 prince st.  between broadway and mercer st., new york, 2129666722, american, 378
abbey, 163 ponce de leon ave., atlanta, 4048768532, international, 379
alecks barbecue heaven, 783 martin luther king jr. dr., atlanta, 4045252062, barbecue, 380
annies thai castle, 3195 roswell rd., atlanta, 4042649546, asian, 381
anthonys, 3109 piedmont rd.  just south of peachtree rd., atlanta, 4042627379, american, 382
atlanta fish market, 265 pharr rd., atlanta, 4042623165, american, 383
beesleys of buckhead, 260 e. paces ferry road, atlanta, 4042641334, continental, 384
bertolinis, 3500 peachtree rd.  phipps plaza, atlanta, 4042332333, italian, 385
bistango, 1100 peachtree st., atlanta, 4047240901, mediterranean, 386
cafe renaissance, 7050 jimmy carter blvd.  norcross, atlanta, 7704410291, american, 387
camilles, 1186 n. highland ave., atlanta, 4048727203, italian, 388
cassis, 3300 peachtree rd.  grand hyatt, atlanta, 4043658100, mediterranean, 389
city grill, 50 hurt plaza, atlanta, 4045242489, international, 390
coco loco, 40  buckhead crossing mall on the sidney marcus blvd., atlanta, 4043640212, caribbean, 391
colonnade restaurant, 1879 cheshire bridge rd., atlanta, 4048745642, southern, 392
dantes down the hatch  buckhead, 3380 peachtree rd., atlanta, 4042661600, continental, 393
dantes down the hatch, underground underground mall  underground atlanta, atlanta, 4045771800, continental, 394
fat matts rib shack, 1811 piedmont ave.  near cheshire bridge rd., atlanta, 4046071622, barbecue, 395
french quarter food shop, 923 peachtree st.  at 8th st., atlanta, 4048752489, southern, 396
holt bros. barbq, 6359 jimmy carter blvd.  at buford hwy.  norcross, atlanta, 7702423984, barbecue, 397
horseradish grill, 4320 powers ferry rd., atlanta, 4042557277, southern, 398
hsus gourmet, 192 peachtree center ave.  at international blvd., atlanta, 4046592788, asian, 399
imperial fez, 2285 peachtree rd.  peachtree battle condominium, atlanta, 4043510870, mediterranean, 400
kamogawa, 3300 peachtree rd.  grand hyatt, atlanta, 4048410314, asian, 401
la grotta at ravinia dunwoody rd., holiday inncrowne plaza at ravinia  dunwoody, atlanta, 7703959925, italian, 402
little szechuan, c buford hwy.  northwoods plaza  doraville, atlanta, 7704510192, asian, 403
lowcountry barbecue, 6301 roswell rd.  sandy springs plaza  sandy springs, atlanta, 4042555160, barbecue, 404
luna si, 1931 peachtree rd., atlanta, 4043555993, continental, 405
mambo restaurante cubano, 1402 n. highland ave., atlanta, 4048742626, caribbean, 406
mckinnons louisiane, 3209 maple dr., atlanta, 4042371313, southern, 407
mi spia dunwoody rd., park place  across from perimeter mall  dunwoody, atlanta, 7703931333, italian, 408
nickiemotos: a sushi bar, 247 buckhead ave.  east village sq., atlanta, 4048420334, fusion, 409
palisades, 1829 peachtree rd., atlanta, 4043506755, continental, 410
pleasant peasant, 555 peachtree st.  at linden ave., atlanta, 4048743223, american, 411
pricci, 500 pharr rd., atlanta, 4042372941, italian, 412
r.j.s uptown kitchen & wine bar, 870 n. highland ave., atlanta, 4048757775, american, 413
rib ranch, 25 irby ave., atlanta, 4042337644, barbecue, 414
sa tsu ki, 3043 buford hwy., atlanta, 4043255285, asian, 415
sato sushi and thai, 6050 peachtree pkwy.  norcross, atlanta, 7704490033, asian, 416
south city kitchen, 1144 crescent ave., atlanta, 4048737358, southern, 417
south of france, 2345 cheshire bridge rd., atlanta, 4043256963, french, 418
stringers fish camp and oyster bar, 3384 shallowford rd.  chamblee, atlanta, 7704587145, southern, 419
sundown cafe, 2165 cheshire bridge rd., atlanta, 4043211118, american, 420
taste of new orleans, 889 w. peachtree st., atlanta, 4048745535, southern, 421
tomtom, 3393 peachtree rd., atlanta, 4042641163, continental, 422
antonios, 3700 w. flamingo, las vegas, 7022527737, italian, 423
ballys big kitchen, 3645 las vegas blvd. s, las vegas, 7027394111, buffets, 424
bamboo garden, 4850 flamingo rd., las vegas, 7028713262, asian, 425
battistas hole in the wall, 4041 audrie st. at flamingo rd., las vegas, 7027321424, italian, 426
bertolinis, 3570 las vegas blvd. s, las vegas, 7027354663, italian, 427
binions coffee shop, 128 fremont st., las vegas, 7023821600, coffee shopsdiners, 428
bistro, 3400 las vegas blvd. s, las vegas, 7027917111, continental, 429
broiler, 4111 boulder hwy., las vegas, 7024327777, american, 430
bugsys diner, 3555 las vegas blvd. s, las vegas, 7027333111, coffee shopsdiners, 431
cafe michelle, 1350 e. flamingo rd., las vegas, 7027358686, american, 432
cafe roma, 3570 las vegas blvd. s, las vegas, 7027317547, coffee shopsdiners, 433
capozzolis, 3333 s. maryland pkwy., las vegas, 7027315311, italian, 434
carnival world, 3700 w. flamingo rd., las vegas, 7022527777, buffets, 435
center stage plaza hotel, 1 main st., las vegas, 7023862512, american, 436
circus circus, 2880 las vegas blvd. s, las vegas, 7027340410, buffets, 437
empress court, 3570 las vegas blvd. s, las vegas, 7027317888, asian, 438
feast, 2411 w. sahara ave., las vegas, 7023672411, buffets, 439
golden nugget hotel, 129 e. fremont st., las vegas, 7023857111, buffets, 440
golden steer, 308 w. sahara ave., las vegas, 7023844470, steak houses, 441
lillie langtrys, 129 e. fremont st., las vegas, 7023857111, asian, 442
mandarin court, 1510 e. flamingo rd., las vegas, 7027371234, asian, 443
margaritas mexican cantina, 3120 las vegas blvd. s, las vegas, 7027948200, mexican, 444
marys diner, 5111 w. boulder hwy., las vegas, 7024548073, coffee shopsdiners, 445
mikado, 3400 las vegas blvd. s, las vegas, 7027917111, asian, 446
pamplemousse, 400 e. sahara ave., las vegas, 7027332066, continental, 447
ralphs diner, 3000 las vegas blvd. s, las vegas, 7027326330, coffee shopsdiners, 448
the bacchanal, 3570 las vegas blvd. s, las vegas, 7027317525, only in las vegas, 449
venetian, 3713 w. sahara ave., las vegas, 7028764190, italian, 450
viva mercados, 6182 w. flamingo rd., las vegas, 7028718826, mexican, 451
yolies, 3900 paradise rd., las vegas, 7027940700, steak houses, 452
2223, 2223 market st., san francisco, 4154310692, american, 453
acquarello, 1722 sacramento st., san francisco, 4155675432, italian, 454
bardellis, 243 ofarrell st., san francisco, 4159820243, old san francisco, 455
betelnut, 2030 union st., san francisco, 4159298855, asian, 456
bistro roti, 155 steuart st., san francisco, 4154956500, french, 457
bix, 56 gold st., san francisco, 4154336300, american, 458
bizou, 598 fourth st., san francisco, 4155432222, french, 459
buca giovanni, 800 greenwich st., san francisco, 4157767766, italian, 460
cafe adriano, 3347 fillmore st., san francisco, 4154744180, italian, 461
cafe marimba, 2317 chestnut st., san francisco, 4157761506, mexicanlatin americanspanish, 462
california culinary academy, 625 polk st., san francisco, 4157713500, french, 463
capps corner, 1600 powell st., san francisco, 4159892589, italian, 464
carta, 1772 market st., san francisco, 4158633516, american, 465
chevys, 4th and howard sts., san francisco, 4155438060, mexicanlatin americanspanish, 466
cypress club, 500 jackson st., san francisco, 4152968555, american, 467
des alpes, 732 broadway, san francisco, 4157889900, french, 468
faz, 161 sutter st., san francisco, 4153620404, greek and middle eastern, 469
fog city diner, 1300 battery st., san francisco, 4159822000, american, 470
garden court, market and new montgomery sts., san francisco, 4155465011, old san francisco, 471
gaylords, ghirardelli sq., san francisco, 4157718822, asian, 472
grand cafe hotel monaco, 501 geary st., san francisco, 4152920101, american, 473
greens, bldg. a fort mason, san francisco, 4157716222, vegetarian, 474
harbor village, 4 embarcadero center, san francisco, 4157818833, asian, 475
harris, 2100 van ness ave., san francisco, 4156731888, steak houses, 476
harry dentons, 161 steuart st., san francisco, 4158821333, american, 477
hayes street grill, 320 hayes st., san francisco, 4158635545, seafood, 478
helmand, 430 broadway, san francisco, 4153620641, greek and middle eastern, 479
hong kong flower lounge, 5322 geary blvd., san francisco, 4156688998, asian, 480
hong kong villa, 2332 clement st., san francisco, 4157528833, asian, 481
hyde street bistro, 1521 hyde st., san francisco, 4154417778, italian, 482
il fornaio levis plaza, 1265 battery st., san francisco, 4159860100, italian, 483
izzys steak & chop house, 3345 steiner st., san francisco, 4155630487, steak houses, 484
jacks, 615 sacramento st., san francisco, 4159869854, old san francisco, 485
kabuto sushi, 5116 geary blvd., san francisco, 4157525652, asian, 486
katias, 600 5th ave., san francisco, 4156689292, , 487
kuletos, 221 powell st., san francisco, 4153977720, italian, 488
kyoya. sheraton palace hotel, 2 new montgomery st.  at market st., san francisco, 4155465000, asian, 489
losteria del forno, 519 columbus ave., san francisco, 4159821124, italian, 490
le central, 453 bush st., san francisco, 4153912233, french, 491
le soleil, 133 clement st., san francisco, 4156684848, asian, 492
macarthur park, 607 front st., san francisco, 4153985700, american, 493
manora, 3226 mission st., san francisco, 4158616224, asian, 494
maykadeh, 470 green st., san francisco, 4153628286, greek and middle eastern, 495
mccormick & kuletos, ghirardelli sq., san francisco, 4159291730, seafood, 496
millennium, 246 mcallister st., san francisco, 4154879800, vegetarian, 497
mooses, 1652 stockton st., san francisco, 4159897800, mediterranean, 498
north india, 3131 webster st., san francisco, 4159311556, asian, 499
one market, 1 market st., san francisco, 4157775577, american, 500
oritalia, 1915 fillmore st., san francisco, 4153461333, italian, 501
pacific pan pacific hotel, 500 post st., san francisco, 4159292087, french, 502
palio dasti, 640 sacramento st., san francisco, 4153959800, italian, 503
pane e vino, 3011 steiner st., san francisco, 4153462111, italian, 504
pastis, 1015 battery st., san francisco, 4153912555, french, 505
perrys, 1944 union st., san francisco, 4159229022, american, 506
r&g lounge, 631 b kearny st., san francisco, 4159827877, or 4159823811 asian, 507
rubicon, 558 sacramento st., san francisco, 4154344100, american, 508
rumpus, 1 tillman pl., san francisco, 4154212300, american, 509
sanppo, 1702 post st., san francisco, 4153463486, asian, 510
scalas bistro, 432 powell st., san francisco, 4153958555, italian, 511
south park cafe, 108 south park, san francisco, 4154957275, french, 512
splendido embarcadero, 4, san francisco, 4159863222, mediterranean, 513
stars, 150 redwood alley, san francisco, 4158617827, american, 514
stars cafe, 500 van ness ave., san francisco, 4158614344, american, 515
stoyanofs cafe, 1240 9th ave., san francisco, 4156643664, greek and middle eastern, 516
straits cafe, 3300 geary blvd., san francisco, 4156681783, asian, 517
suppenkuche, 601 hayes st., san francisco, 4152529289, russiangerman, 518
tadich grill, 240 california st., san francisco, 4153912373, seafood, 519
the heights, 3235 sacramento st., san francisco, 4154748890, french, 520
thepin, 298 gough st., san francisco, 4158639335, asian, 521
ton kiang, 3148 geary blvd., san francisco, 4157524440, asian, 522
vertigo, 600 montgomery st., san francisco, 4154337250, mediterranean, 523
vivande porta via, 2125 fillmore st., san francisco, 4153464430, italian, 524
vivande ristorante, 670 golden gate ave., san francisco, 4156739245, italian, 525
world wrapps, 2257 chestnut st., san francisco, 4155639727, american, 526
wu kong, 101 spear st., san francisco, 4159579300, asian, 527
yank sing, 427 battery st., san francisco, 4155414949, asian, 528
yaya cuisine, 1220 9th ave., san francisco, 4155666966, greek and middle eastern, 529
yoyo tsumami bistro, 1611 post st., san francisco, 4159227788, french, 530
zarzuela, 2000 hyde st., san francisco, 4153460800, mexicanlatin americanspanish, 531
zuni cafe & grill, 1658 market st., san francisco, 4155522522, mediterranean, 532
apple pan  the, 10801 w. pico blvd., west la, 3104753585, american, 534
asahi ramen, 2027 sawtelle blvd., west la, 3104792231, noodle shops, 535
baja fresh, 3345 kimber dr., westlake village, 8054984049, mexican, 536
belvedere  the, 9882 little santa monica blvd., beverly hills, 3107882306, pacific new wave, 537
benitas frites, 1433 third st. promenade, santa monica, 3104582889, fast food, 538
bernards, 515 s. olive st., los angeles, 2136121580, continental, 539
bistro 45, 45 s. mentor ave., pasadena, 8187952478, californian, 540
brents deli, 19565 parthenia ave., northridge, 8188865679, delis, 541
brighton coffee shop, 9600 brighton way, beverly hills, 3102767732, coffee shops, 542
bristol farms market cafe, 1570 rosecrans ave. s., pasadena, 3106435229, californian, 543
brunos, 3838 centinela ave., mar vista, 3103975703, italian, 544
cafe 50s, 838 lincoln blvd., venice, 3103991955, american, 545
cafe blanc, 9777 little santa monica blvd., beverly hills, 3108880108, pacific new wave, 546
cassells, 3266 w. sixth st., la, 2134808668, hamburgers, 547
chez melange, 1716 pch, redondo beach, 3105401222, eclectic, 548
diaghilev, 1020 n. san vicente blvd., w. hollywood, 3108541111, russian, 549
don antonios, 1136 westwood blvd., westwood, 3102091422, italian, 550
dukes, 8909 sunset blvd., w. hollywood, 3106523100, coffee shops, 551
falafel king, 1059 broxton ave., westwood, 3102084444, middle eastern, 552
feast from the east, 1949 westwood blvd., west la, 3104750400, chinese, 553
gumbo pot  the, 6333 w. third st., la, 2139330358, cajuncreole, 554
hollywood hills coffee shop, 6145 franklin ave., hollywood, 2134677678, coffee shops, 555
indo cafe, 10428 12 national blvd., la, 3108151290, indonesian, 556
jans family restaurant, 8424 beverly blvd., la, 2136512866, coffee shops, 557
jiraffe, 502 santa monica blvd, santa monica, 3109176671, californian, 558
jody maronis sausage kingdom, 2011 ocean front walk, venice, 3103061995, hot dogs, 559
joes, 1023 abbot kinney blvd., venice, 3103995811, american (new), 560
john ogroats, 10516 w. pico blvd., west la, 3102040692, coffee shops, 561
johnnies pastrami, 4017 s. sepulveda blvd., culver city, 3103976654, delis, 562
johnny rebs southern smokehouse, 4663 long beach blvd., long beach, 3104237327, southernsoul, 563
johnny rockets (la), 7507 melrose ave., la, 2136513361, american, 564
killer shrimp, 4000 colfax ave., studio city, 8185081570, seafood, 565
kokomo cafe, 6333 w. third st., la, 2139330773, american, 566
koo koo roo, 8393 w. beverly blvd., la, 2136559045, chicken, 567
la cachette, 10506 little santa monica blvd., century city, 3104704992, french (new), 568
la salsa (la), 22800 pch, malibu, 3104566299, mexican, 569
la serenata de garibaldi, 1842 e. first, st. boyle hts., 2132652887, mexicantexmex, 570
langers, 704 s. alvarado st., la, 2134838050, delis, 571
local nochol, 30869 thousand oaks blvd., westlake village, 8187067706, health food, 572
main course  the, 10509 w. pico blvd., rancho park, 3104757564, american, 573
manis bakery & espresso bar, 519 s. fairfax ave., la, 2139388800, desserts, 574
marthas, 22nd street grill 25 22nd, st. hermosa beach, 3103767786, american, 575
maxwells cafe, 13329 washington blvd., marina del rey, 3103067829, american, 576
michaels (los angeles), 1147 third st., santa monica, 3104510843, californian, 577
mishima, 8474 w. third st., la, 2137820181, noodle shops, 578
mo better meatty meat, 7261 melrose ave., la, 2139355280, hamburgers, 579
mulberry st., 17040 ventura blvd., encino, 8189068881, pizza, 580
ocean park cafe, 3117 ocean park blvd., santa monica, 3104525728, american, 581
ocean star, 145 n. atlantic blvd., monterey park, 8183082128, seafood, 582
original pantry bakery, 875 s. figueroa st. downtown, la, 2136276879, diners, 583
parkway grill, 510 s. arroyo pkwy., pasadena, 8187951001, californian, 584
pho hoa, 642 broadway, chinatown, 2136265530, vietnamese, 585
pinks famous chili dogs, 709 n. la brea ave., la, 2139314223, hot dogs, 586
poquito mas, 2635 w. olive ave., burbank, 8185632252, mexican, 587
r23, 923 e. third st., los angeles, 2136877178, japanese, 588
raes, 2901 pico blvd., santa monica, 3108287937, diners, 589
rubins red hots, 15322 ventura blvd., encino, 8189056515, hot dogs, 590
rubys (la), 45 s. fair oaks ave., pasadena, 8187967829, diners, 591
russells burgers, 1198 pch, seal beach, 3105969556, hamburgers, 592
ruths chris steak house (los angeles), 224 s. beverly dr., beverly hills, 3108598744, steakhouses, 593
shiro, 1505 mission st. s., pasadena, 8187994774, pacific new wave, 594
sushi nozawa, 11288 ventura blvd., studio city, 8185087017, japanese, 595
sweet lady jane, 8360 melrose ave., la, 2136537145, desserts, 596
taiko, 11677 san vicente blvd., brentwood, 3102077782, noodle shops, 597
tommys, 2575 beverly blvd., la, 2133899060, hamburgers, 598
uncle bills pancake house, 1305 highland ave., manhattan beach, 3105455177, diners, 599
water grill, 544 s. grand ave., los angeles, 2138910900, seafood, 600
zankou chicken, 1415 e. colorado st., glendale, 8182441937, middle eastern, 601
afghan kebab house, 764 ninth ave., new york city, 2123071612, afghan, 602
arcadia, 21 e. 62nd st., new york city, 2122232900, american (new), 603
bennys burritos, 93 ave. a, new york city, 2122542054, mexican, 604
cafe con leche, 424 amsterdam ave., new york city, 2125957000, cuban, 605
corner bistro, 331 w. fourth st., new york city, 2122429502, hamburgers, 606
cucina della fontana, 368 bleecker st., new york city, 2122420636, italian, 607
cucina di pesce, 87 e. fourth st., new york city, 2122606800, seafood, 608
darbar, 44 w. 56th st., new york city, 2124327227, indian, 609
ejs luncheonette, 432 sixth ave., new york city, 2124735555, diners, 610
edison cafe, 228 w. 47th st., new york city, 2128405000, diners, 611
elias corner, 2402 31st st., queens, 7189321510, greek, 612
good enough to eat, 483 amsterdam ave., new york city, 2124960163, american, 613
grays papaya, 2090 broadway, new york city, 2127990243, hot dogs, 614
il mulino, 86 w. third st., new york city, 2126733783, italian, 615
jackson diner, 3703 74th st., queens, 7186721232, indian, 616
joes shanghai, 9 pell st., queens, 7185393838, chinese, 617
johns pizzeria, 48 w. 65th st., new york city, 2127217001, pizza, 618
kelley & ping, 127 greene st., new york city, 2122281212, panasian, 619
kiev, 117 second ave., new york city, 2126744040, ukrainian, 620
kuruma zushi, 2nd fl., new york city, 2123172802, japanese, 621
la caridad, 2199 broadway, new york city, 2128742780, cuban, 622
la grenouille, 3 e. 52nd st., new york city, 2127521495, french (classic), 623
lemongrass grill, 61a seventh ave., brooklyn, 7183997100, thai, 624
lombardis, 32 spring st., new york city, 2129417994, pizza, 625
marnies noodle shop, 466 hudson st., new york city, 2127413214, asian, 626
menchankotei, 39 w. 55th st., new york city, 2122471585, japanese, 627
mitali eastwest, 296 bleecker st., new york city, 2129891367, indian, 628
monsoon (ny), 435 amsterdam ave., new york city, 2125808686, thai, 629
moustache, 405 atlantic ave., brooklyn, 7188525555, middle eastern, 630
nobu, 105 hudson st., new york city, 2122190500, japanese, 631
one if by land  tibs, 17 barrow st., new york city, 2122280822, continental, 632
oyster bar, lower level, new york city, 2124906650, seafood, 633
palm, 837 second ave., new york city, 2126872953, steakhouses, 634
palm too, 840 second ave., new york city, 2126975198, steakhouses, 635
patsys pizza, 19 old fulton st., brooklyn, 7188584300, pizza, 636
peter luger steak house, 178 broadway, brooklyn, 7183877400, steakhouses, 637
rose of india, 308 e. sixth st., new york city, 2125335011, indian, 638
sams noodle shop, 411 third ave., new york city, 2122132288, chinese, 639
sarabeths, 1295 madison ave., new york city, 2124107335, american, 640
sparks steak house, 210 e. 46th st., new york city, 2126874855, steakhouses, 641
stick to your ribs, 516 51st ave., queens, 7189373030, bbq, 642
sushisay, 38 e. 51st st., new york city, 2127551780, japanese, 643
sylvias, 328 lenox ave., new york city, 2129960660, southernsoul, 644
szechuan hunan cottage, 1588 york ave., new york city, 2125355223, chinese, 645
szechuan kitchen, 1460 first ave., new york city, 2122494615, chinese, 646
teresas, 80 montague st., queens, 7185202910, polish, 647
thai house cafe, 151 hudson st., new york city, 2123341085, thai, 648
thailand restaurant, 106 bayard st., new york city, 2123493132, thai, 649
veselka, 144 second ave., new york city, 2122289682, ukrainian, 650
westside cottage, 689 ninth ave., new york city, 2122450800, chinese, 651
windows on the world, 107th fl., new york city, 2125247000, eclectic, 652
wollenskys grill, 205 e. 49th st., new york city, 2127530444, steakhouses, 653
yama, 122 e. 17th st., new york city, 2124750969, japanese, 654
zarela, 953 second ave., new york city, 2126446740, mexican, 655
andres french restaurant, 401 s. 6th st., las vegas, 7023855016, french (classic), 656
buccaneer bay club, 3300 las vegas blvd. s., las vegas, 7028947350, continental, 657
buzios in the rio, 3700 w. flamingo rd., las vegas, 7022527697, seafood, 658
emerils new orleans fish house, 3799 las vegas blvd. s., las vegas, 7028917374, seafood, 659
fiore rotisserie & grille, 3700 w. flamingo rd., las vegas, 7022527702, italian, 660
hugos cellar, 202 e. fremont st., las vegas, 7023854011, continental, 661
madame chings, 3300 las vegas blvd. s., las vegas, 7028947111, asian, 662
mayflower cuisinier, 4750 w. sahara ave., las vegas, 7028708432, chinese, 663
michaels (las vegas), 3595 las vegas blvd. s., las vegas, 7027377111, continental, 664
monte carlo, 3145 las vegas blvd. s., las vegas, 7027334524, french (new), 665
moongate, 3400 las vegas blvd. s., las vegas, 7027917352, chinese, 666
mortons of chicago (las vegas), 3200 las vegas blvd. s., las vegas, 7028930703, steakhouses, 667
nicky blairs, 3925 paradise rd., las vegas, 7027929900, italian, 668
pieros restaurant, 355 convention center dr., las vegas, 7023692305, italian, 669
spago (las vegas), 3500 las vegas blvd. s., las vegas, 7023696300, californian, 670
steakhouse  the, 128 e. fremont st., las vegas, 7023821600, steakhouses, 671
stefanos, 129 fremont st., las vegas, 7023857111, italian, 672
sterling brunch, 3645 las vegas blvd. s., las vegas, 7027394651, eclectic, 673
tre visi, 3799 las vegas blvd. s., las vegas, 7028917331, italian, 674
103 west, 103 w. paces ferry rd., atlanta, 4042335993, continental, 675
alons at the terrace, 659 peachtree st., atlanta, 4047240444, sandwiches, 676
bakers cajun cafe, 1134 euclid ave., atlanta, 4042235039, cajuncreole, 677
barbecue kitchen, 1437 virginia ave., atlanta, 4047669906, bbq, 678
bistro  the, 56 e. andrews dr. nw, atlanta, 4042315733, french bistro, 679
bobby & junes kountry kitchen, 375 14th st., atlanta, 4048763872, southernsoul, 680
bradshaws restaurant, 2911 s. pharr court, atlanta, 4042617015, southernsoul, 681
